Title,Price,Brand,Model,Year of Manufacture,Engine capacity,Mileage,Bike Type,Condition,Trim / Edition,Location,URL
TVS Wego 2016,"Rs 85,000",TVS,Wego,2016,110 cc,"29,500 km",Scooters,Used,TVS WEGO,Boralesgamuwa,https://ikman.lk/en/ad/tvs-wego-2016-for-sale-colombo-1038
Hero Pleasure 2013,"Rs 80,000",Hero,Pleasure,2013,110 cc,"38,000 km",Scooters,Used,Hero Pleasure ,Negombo,https://ikman.lk/en/ad/hero-pleasure-2013-for-sale-gampaha-1618
TVS Raider 125 2026,"Rs 157,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Moratuwa,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-383
Bajaj Platina 2014,"Rs 65,000",Bajaj,Platina,2014,100 cc,"32,000 km",Motorbikes,Used,BAJAJ,Boralesgamuwa,https://ikman.lk/en/ad/bajaj-platina-2014-for-sale-colombo-897
TVS Metro 2016,"Rs 285,000",TVS,Metro,2016,100 cc,"31,000 km",Motorbikes,Used,TVS,Boralesgamuwa,https://ikman.lk/en/ad/tvs-metro-2016-for-sale-colombo-861
Bajaj Discover 125 2024,"Rs 620,000",Bajaj,Discover 125,2024,125 cc,"6,500 km",Motorbikes,Used,bajaj,Boralesgamuwa,https://ikman.lk/en/ad/bajaj-discover-125-2024-for-sale-colombo-1286
Suzuki GN 125 2017,"Rs 655,000",Suzuki,GN 125,2017,125 cc,"23,500 km",Motorbikes,Used,suzuki,Boralesgamuwa,https://ikman.lk/en/ad/suzuki-gn-125-2017-for-sale-colombo-36
Hero Pleasure 2018,"Rs 395,000",Hero,Pleasure,2018,100 cc,"23,510 km",Scooters,Used,hero,Boralesgamuwa,https://ikman.lk/en/ad/hero-pleasure-2018-for-sale-colombo-347
Bajaj Pulsar N125 2025,"Rs 255,000",Bajaj,Pulsar N125,2025,125 cc,0 km,Motorbikes,Brand New,bajaj,Wellampitiya,https://ikman.lk/en/ad/bajaj-pulsar-n125-2025-for-sale-colombo-393
TVS Metro 2018,"Rs 85,000",TVS,Metro,2018,100 cc,"26,500 km",Motorbikes,Used,TVS,Boralesgamuwa,https://ikman.lk/en/ad/tvs-metro-2018-for-sale-colombo-304
Bajaj Discover 125 2023,"Rs 90,000",Bajaj,Discover 125,2023,125 cc,"21,000 km",Motorbikes,Used,,Angoda,https://ikman.lk/en/ad/bajaj-discover-125-2023-for-sale-colombo-66
Bajaj CT100 2006,"Rs 215,000",Bajaj,CT100,2006,100 cc,"65,000 km",Motorbikes,Used,,Puttalam City,https://ikman.lk/en/ad/bajaj-ct100-2006-for-sale-puttalam-230
Honda Dio 2015,"Rs 86,500",Honda,Dio,2015,110 cc,"28,600 km",Scooters,Used,honda,Boralesgamuwa,https://ikman.lk/en/ad/honda-dio-2015-for-sale-colombo-5641
Honda Dio 2016,"Rs 75,000",Honda,Dio,2016,110 cc,"26,500 km",Scooters,Used,HONDA,Boralesgamuwa,https://ikman.lk/en/ad/honda-dio-2016-for-sale-colombo-6042
Yamaha Ray ZR 2017,"Rs 450,000",Yamaha,Ray ZR,2017,100 cc,"570,919 km",Scooters,Used,Ray Zr,Tambuttegama,https://ikman.lk/en/ad/yamaha-ray-zr-2017-for-sale-anuradhapura-149
Bajaj CT100 2010,"Rs 240,000",Bajaj,CT100,2010,100 cc,"98,000 km",Motorbikes,Used,2010,Anuradhapura City,https://ikman.lk/en/ad/bajaj-ct100-ct-100-2010-for-sale-anuradhapura
TVS Wego 110 2016,"Rs 425,000",TVS,Wego 110,2016,110 cc,"70,000 km",Scooters,Used,TVS,Akuressa,https://ikman.lk/en/ad/tvs-wego-110-bef-2016-for-sale-matara
Demak DTM 2017,"Rs 410,000",Demak,DTM,2017,200 cc,"300,000 km",Motorbikes,Used,,Matara City,https://ikman.lk/en/ad/demak-dtm-2017-for-sale-matara-43
Bajaj Discover 125 2025,"Rs 326,000",Bajaj,Discover 125,2025,125 cc,0 km,Motorbikes,Brand New,bajaj,Colombo 9,https://ikman.lk/en/ad/bajaj-discover-125-2025-for-sale-colombo-810
Hero Dash 2017,"Rs 335,000",Hero,Dash,2017,110 cc,"28,660 km",Scooters,Used,,Pilimatalawa,https://ikman.lk/en/ad/hero-dash-2017-for-sale-kandy-248
Honda Dio 2017,"Rs 520,000",Honda,Dio,2017,110 cc,"42,902 km",Scooters,Used,2017,Medawachchiya,https://ikman.lk/en/ad/honda-dio-2017-for-sale-anuradhapura-662
Bajaj CT100 2025,"Rs 264,000",Bajaj,CT100,2025,100 cc,0 km,Motorbikes,Brand New,bajaj,Colombo 8,https://ikman.lk/en/ad/bajaj-ct100-2025-for-sale-colombo-1398
Bajaj CT100 2008,"Rs 220,000",Bajaj,CT100,2008,100 cc,"72,000 km",Motorbikes,Used,bajaj,Habarana,https://ikman.lk/en/ad/bajaj-ct100-ct-100-2008-for-sale-anuradhapura-32
Suzuki Gixxer 2017,"Rs 490,000",Suzuki,Gixxer,2017,150 cc,"62,000 km",Motorbikes,Used,,Jaffna City,https://ikman.lk/en/ad/suzuki-gixxer-2017-for-sale-jaffna-65
Bajaj Discover 2010,"Rs 400,000",Bajaj,Discover,2010,135 cc,"75,000 km",Motorbikes,Used,,Welimada,https://ikman.lk/en/ad/bajaj-discover-2010-for-sale-badulla-143
Bajaj CT100 2025,"Rs 185,000",Bajaj,CT100,2025,100 cc,0 km,Motorbikes,Brand New,Bajaj,Nugegoda,https://ikman.lk/en/ad/bajaj-ct100-2025-for-sale-colombo-1443
Yamaha Ray ZR Street Rally 2020,"Rs 565,000",Yamaha,Ray ZR,2020,115 cc,"36,500 km",Scooters,Used,Street Rally,Piliyandala,https://ikman.lk/en/ad/yamaha-ray-zr-street-rally-2020-for-sale-colombo-84
Bajaj Pulsar NS200 2026,"Rs 515,000",Bajaj,Pulsar NS200,2026,200 cc,0 km,Motorbikes,Brand New,,Kiribathgoda,https://ikman.lk/en/ad/bajaj-pulsar-ns200-2026-for-sale-gampaha-145
TVS Raider 125 2026,"Rs 157,000",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Panadura,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-kalutara-153
TVS Ntorq 125 Disk Break 2019,"Rs 85,000",TVS,Ntorq 125,2019,125 cc,"45,000 km",Scooters,Used,Disk Break,Piliyandala,https://ikman.lk/en/ad/tvs-ntorq-125-disk-break-2019-for-sale-colombo
Bajaj Pulsar N160 Premium 2026,"Rs 416,000",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Premium,Kiribathgoda,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-gampaha-428
Bajaj CT100 2026,"Rs 184,000",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,,Ragama,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-gampaha-418
Bajaj Pulsar N160 2026,"Rs 457,975",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,N160,Kelaniya,https://ikman.lk/en/ad/bajaj-pulsar-n160-2026-for-sale-gampaha-549
Bajaj Pulsar NS200 2026,"Rs 184,000",Bajaj,Pulsar NS200,2026,100 cc,0 km,Motorbikes,Brand New,,Wattala,https://ikman.lk/en/ad/bajaj-pulsar-ns200-2026-for-sale-gampaha-146
Bajaj CT100 2026,"Rs 184,000",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,,Kiribathgoda,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-gampaha-417
TVS Ntorq 125 Brand New 2026,"Rs 159,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Kotikawatta,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-583
TVS Sport Brand New 2026,"Rs 141,500",TVS,Sport,2026,125 cc,0 km,Motorbikes,Brand New,Brand New,Kottawa,https://ikman.lk/en/ad/tvs-sport-brand-new-2026-for-sale-colombo-30
Bajaj CT100 2025,"Rs 152,950",Bajaj,CT100,2025,100 cc,0 km,Motorbikes,Brand New,Bajaj,Athurugiriya,https://ikman.lk/en/ad/bajaj-ct100-2025-for-sale-colombo-1442
TVS Sport 2026,"Rs 140,000",TVS,Sport,2026,110 cc,0 km,Motorbikes,Brand New,TVS,Battaramulla,https://ikman.lk/en/ad/tvs-sport-2026-for-sale-colombo-77
Bajaj CT100 2011,"Rs 283,000",Bajaj,CT100,2011,100 cc,"81,000 km",Motorbikes,Used,,Nattandiya,https://ikman.lk/en/ad/bajaj-ct100-2011-for-sale-puttalam-172
Bajaj Discover 125 2017,"Rs 60,000",Bajaj,Discover 125,2017,125 cc,"35,000 km",Motorbikes,Used,125,Piliyandala,https://ikman.lk/en/ad/bajaj-discover-125-2017-for-sale-colombo-555
TVS Raider 125 Brand New 2026,"Rs 178,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Brand New,Athurugiriya,https://ikman.lk/en/ad/tvs-raider-125-brand-new-2026-for-sale-colombo-23
TVS Raider 125 2026,"Rs 178,000",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,125,Angoda,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-510
Bajaj Discover 125 2017,"Rs 60,000",Bajaj,Discover 125,2017,125 cc,"65,000 km",Motorbikes,Used,Bajaj,Piliyandala,https://ikman.lk/en/ad/bajaj-discover-125-2017-for-sale-colombo-554
Bajaj Pulsar N160 2026,"Rs 416,000",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,N160,Wattala,https://ikman.lk/en/ad/bajaj-pulsar-n160-2026-for-sale-gampaha-547
Bajaj Pulsar NS200 2026,"Rs 515,000",Bajaj,Pulsar NS200,2026,200 cc,0 km,Motorbikes,Brand New,,Kiribathgoda,https://ikman.lk/en/ad/bajaj-pulsar-ns200-2026-for-sale-gampaha-144
TVS Ntorq 125 2026,"Rs 168,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,125,Maharagama,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-523
TVS Ntorq 125 2026,"Rs 168,500",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,125,Nugegoda,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-507
Yamaha Ray ZR 2019,"Rs 80,000",Yamaha,Ray ZR,2019,115 cc,"35,000 km",Scooters,Used,,Piliyandala,https://ikman.lk/en/ad/yamaha-ray-zr-2019-for-sale-colombo-2234
Bajaj Platina 100 2007,"Rs 215,000",Bajaj,Platina 100,2007,100 cc,"10,523 km",Motorbikes,Used,2007,Trincomalee City,https://ikman.lk/en/ad/bajaj-platina-100-top-condition-2007-for-sale-trincomalee
Bajaj Pulsar RS200 2018,"Rs 1,015,000",Bajaj,Pulsar RS200,2018,200 cc,"59,000 km",Motorbikes,Used,RS200,Jaffna City,https://ikman.lk/en/ad/bajaj-pulsar-rs200-2018-for-sale-jaffna-151
Bajaj Pulsar 135 2017,"Rs 360,000",Bajaj,Pulsar 135,2017,135 cc,"64,200 km",Motorbikes,Used,2017,Mawanella,https://ikman.lk/en/ad/bajaj-pulsar-135-pulser-2017-for-sale-kegalle
TVS Wego 2018,"Rs 500,000",TVS,Wego,2018,110 cc,"35,000 km",Scooters,Used,,Hakmana,https://ikman.lk/en/ad/tvs-wego-2018-for-sale-matara-127
Bajaj Discover 125 2014,"Rs 380,000",Bajaj,Discover 125,2014,125 cc,"50,000 km",Motorbikes,Used,,Tangalla,https://ikman.lk/en/ad/bajaj-discover-125-2014-for-sale-hambantota-13
TVS Ntorq 125 2026,"Rs 179,900",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,TVS,Colombo 10,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-490
Bajaj CT100 2026,"Rs 184,000",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,ct100,Wattala,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-gampaha-416
TVS Star Sport 125 2012,"Rs 195,000",TVS,Star Sport 125,2012,125 cc,"68,000 km",Motorbikes,Used,2012,Rajagiriya,https://ikman.lk/en/ad/tvs-star-sport-125-125es-2012-for-sale-colombo
TVS Raider 125 2026,"Rs 285,000",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,,Dehiwala,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-476
Bajaj CT100 2026,"Rs 184,000",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,CT100,Kelaniya,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-gampaha-415
TVS Raider 125 2026,"Rs 285,000",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,,Avissawella,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-504
Bajaj Pulsar 150 2015,"Rs 520,000",Bajaj,Pulsar 150,2015,150 cc,"82,000 km",Motorbikes,Used,,Kandana,https://ikman.lk/en/ad/bajaj-pulsar-150-2015-for-sale-gampaha-793
TVS iQube Electric 2026,"Rs 128,000",TVS,iQube Electric,2026,3 cc,0 km,Scooters,Brand New,,Maharagama,https://ikman.lk/en/ad/tvs-iqube-electric-2026-for-sale-colombo-100
TVS Ntorq 125 Brand New 2026,"Rs 159,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,Brand New,Mount Lavinia,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-581
Demak DTM 200 2016,"Rs 365,000",Demak,DTM,2016,200 cc,"22,000 km",Motorbikes,Used,200,Matara City,https://ikman.lk/en/ad/demak-dtm-dtm200-2016-for-sale-matara
TVS Ntorq 125 2026,"Rs 159,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,TVS,Colombo 12,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-506
TVS Ntorq 125 2026,"Rs 195,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,,Piliyandala,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-504
TVS Ntorq 125 2026,"Rs 159,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,TVS,Nugegoda,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-505
Bajaj Pulsar N160 premium 2025,"Rs 255,000",Bajaj,Pulsar N160,2025,160 cc,0 km,Motorbikes,Brand New,premium ,Kurunegala City,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2025-for-sale-kurunegala-156
Bajaj Pulsar NS200 2025,"Rs 334,000",Bajaj,Pulsar NS200,2025,200 cc,0 km,Motorbikes,Brand New,,Kurunegala City,https://ikman.lk/en/ad/bajaj-pulsar-ns200-2025-for-sale-kurunegala-46
TVS Ntorq 125 2026,"Rs 199,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,TVS,Colombo 12,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-503
TVS Ntorq 125 2026,"Rs 199,000",TVS,Ntorq 125,2026,125 cc,0 km,Scooters,Brand New,TVS,Dehiwala,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-502
Suzuki GN 125 2007,"Rs 460,000",Suzuki,GN 125,2007,125 cc,"58,000 km",Motorbikes,Used,2007,Ganemulla,https://ikman.lk/en/ad/suzuki-gn-125-gn125h-2007-for-sale-gampaha
Bajaj Pulsar 150 2018,"Rs 665,000",Bajaj,Pulsar 150,2018,150 cc,"57,700 km",Motorbikes,Used,,Matara City,https://ikman.lk/en/ad/bajaj-pulsar-150-2018-for-sale-matara-156
Yamaha FZS V3 2020,"Rs 1,000,000",Yamaha,FZS V3,2020,160 cc,"10,000 km",Motorbikes,Used,,Ambalangoda,https://ikman.lk/en/ad/yamaha-fzs-v3-2020-for-sale-galle-12
Hero Pleasure 2014,"Rs 325,000",Hero,Pleasure,2014,100 cc,"10,000 km",Scooters,Used,2014,Kurunegala City,https://ikman.lk/en/ad/hero-pleasure-2014-for-sale-kurunegala-745
Bajaj Discover 125 Brand New 2026,"Rs 251,000",Bajaj,Discover 125,2026,125 cc,0 km,Motorbikes,Brand New,Brand New,Angoda,https://ikman.lk/en/ad/bajaj-discover-125-brand-new-2026-for-sale-colombo-72
Bajaj Discover 125 Brand New 2026,"Rs 251,000",Bajaj,Discover 125,2026,125 cc,0 km,Motorbikes,Brand New,Brand New,Rajagiriya,https://ikman.lk/en/ad/bajaj-discover-125-brand-new-2026-for-sale-colombo-71
Bajaj CT100 Brand New 2026,"Rs 185,000",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,Brand New,Wellampitiya,https://ikman.lk/en/ad/bajaj-ct100-brand-new-2026-for-sale-colombo-239
Bajaj CT100 Brand New 2026,"Rs 185,000",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,Brand New,Rajagiriya,https://ikman.lk/en/ad/bajaj-ct100-brand-new-2026-for-sale-colombo-238
Bajaj CT100 Brand New 2026,"Rs 185,000",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,Brand New,Kolonnawa,https://ikman.lk/en/ad/bajaj-ct100-brand-new-2026-for-sale-colombo-237
TVS Ntorq 2026,"Rs 55,700",TVS,Ntorq,2026,125 cc,0 km,Scooters,Brand New,Ntorq ,Panadura,https://ikman.lk/en/ad/tvs-ntorq-2026-for-sale-kalutara-114
Bajaj Discover 150 2011,"Rs 230,000",Bajaj,Discover,2011,150 cc,"89,000 km",Motorbikes,Used,150,Nochchiyagama,https://ikman.lk/en/ad/bajaj-discover-150-2011-for-sale-anuradhapura-39
Bajaj CT100 Brand New 2026,"Rs 185,000",Bajaj,CT100,2026,100 cc,0 km,Motorbikes,Brand New,Brand New,Angoda,https://ikman.lk/en/ad/bajaj-ct100-brand-new-2026-for-sale-colombo-236
Bajaj Pulsar N160 Premium 2026,"Rs 416,000",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Premium,Rajagiriya,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-colombo-263
Bajaj Pulsar N160 Premium 2026,"Rs 416,000",Bajaj,Pulsar N160,2026,160 cc,0 km,Motorbikes,Brand New,Premium,Angoda,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-colombo-264
TVS Raider 125 2026,"Rs 199,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Kotikawatta,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-503
TVS Raider 125 2026,"Rs 199,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Kesbewa,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-502
Bajaj Pulsar NS200 Brand New 2026,"Rs 515,000",Bajaj,Pulsar NS200,2026,200 cc,0 km,Motorbikes,Brand New,Brand New,Rajagiriya,https://ikman.lk/en/ad/bajaj-pulsar-ns200-brand-new-2026-for-sale-colombo-65
TVS Raider 125 2026,"Rs 199,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Hanwella,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-501
TVS Raider 125 2026,"Rs 199,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Colombo 6,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-500
Bajaj Pulsar NS200 Brand New 2026,"Rs 515,000",Bajaj,Pulsar NS200,2026,200 cc,0 km,Motorbikes,Brand New,Brand New,Kotikawatta,https://ikman.lk/en/ad/bajaj-pulsar-ns200-brand-new-2026-for-sale-colombo-64
Demak Skyline 2017,"Rs 385,000",Demak,Skyline,2017,225 cc,"45,000 km",Motorbikes,Used,,Delgoda,https://ikman.lk/en/ad/demak-skyline-2017-for-sale-gampaha-242
TVS Raider 125 2026,"Rs 199,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Colombo 10,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-499
Bajaj Pulsar NS200 Brand New 2026,"Rs 515,000",Bajaj,Pulsar NS200,2026,200 cc,0 km,Motorbikes,Brand New,Brand New,Angoda,https://ikman.lk/en/ad/bajaj-pulsar-ns200-brand-new-2026-for-sale-colombo-63
TVS Raider 125 2026,"Rs 199,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Piliyandala,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-497
TVS Raider 125 2026,"Rs 199,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Dehiwala,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-496
TVS Raider 125 2026,"Rs 199,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Maharagama,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-495
TVS Scooty Pep+ 2011,"Rs 195,000",TVS,Scooty Pep+,2011,90 cc,"45,000 km",Scooters,Used,2011,Matara City,https://ikman.lk/en/ad/tvs-scooty-pep-2011-for-sale-matara-77
Bajaj Boxer 1997,"Rs 110,000",Bajaj,Boxer,1997,100 cc,"50,000 km",Motorbikes,Used,,Dambulla,https://ikman.lk/en/ad/bajaj-boxer-1997-for-sale-matale
Honda Dio 110 2020,"Rs 588,000",Honda,Dio,2020,110 cc,"39,744 km",Scooters,Used,110,Ja-Ela,https://ikman.lk/en/ad/honda-dio-110-2020-for-sale-gampaha-4
TVS Raider 125 2026,"Rs 199,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Wadduwa,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-kalutara-210
TVS Raider 125 2026,"Rs 199,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Bandaragama,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-kalutara-209
TVS Raider 125 2026,"Rs 199,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Horana,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-kalutara-208
TVS Raider 125 2026,"Rs 199,500",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Panadura,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-kalutara-207
NWOW SE 2018,"Rs 200,000",NWOW,SE,2018,100 cc,"22,500 km",E-bikes,Used,2018,Nugegoda,https://ikman.lk/en/ad/nwow-se-e-now-2018-for-sale-colombo
Bajaj Pulsar N125 Brand New 2026,"Rs 255,000",Bajaj,Pulsar N125,2026,125 cc,0 km,Motorbikes,Brand New,Brand New,Rajagiriya,https://ikman.lk/en/ad/bajaj-pulsar-n125-brand-new-2026-for-sale-colombo-58
TVS Raider 125 2026,"Rs 156,990",TVS,Raider 125,2026,125 cc,0 km,Motorbikes,Brand New,Raider,Athurugiriya,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-350
Bajaj Platina 100 2011,"Rs 235,000",Bajaj,Platina,2011,100 cc,"39,444 km",Motorbikes,Used,100,Ja-Ela,https://ikman.lk/en/ad/bajaj-platina-100-2011-for-sale-gampaha-143
Bajaj Pulsar N125 Brand New 2026,"Rs 255,000",Bajaj,Pulsar N125,2026,125 cc,0 km,Motorbikes,Brand New,Brand New,Angoda,https://ikman.lk/en/ad/bajaj-pulsar-n125-brand-new-2026-for-sale-colombo-57
Honda Twister dawn pemant 100000 2017,"Rs 338,000",Honda,Twister,2017,110 cc,"39,885 km",Motorbikes,Used,dawn pemant 100000,Ja-Ela,https://ikman.lk/en/ad/honda-twister-dawn-pemant-100000-2017-for-sale-gampaha-16
Honda Dio DX 2018,"Rs 585,000",Honda,Dio,2018,110 cc,"42,000 km",Scooters,Used,DX,Mawanella,https://ikman.lk/en/ad/honda-dio-dx-2018-for-sale-kegalle-3
Bajaj CT100 2025,"Rs 264,000",Bajaj,CT100,2025,100 cc,0 km,Motorbikes,Brand New,bajaj,Wellampitiya,https://ikman.lk/en/ad/bajaj-ct100-2025-for-sale-colombo-1439
TVS Sport 110 2026,"Rs 108,500",TVS,Sport,2026,110 cc,0 km,Motorbikes,Brand New,Sport 110,Colombo 6,https://ikman.lk/en/ad/tvs-sport-110-2026-for-sale-colombo-358
TVS Sport 110 2026,"Rs 108,500",TVS,Sport,2026,110 cc,0 km,Motorbikes,Brand New,Sport 110,Ratmalana,https://ikman.lk/en/ad/tvs-sport-110-2026-for-sale-colombo-356
TVS Sport 110 2026,"Rs 108,500",TVS,Sport,2026,110 cc,0 km,Motorbikes,Brand New,Sport 110,Colombo 12,https://ikman.lk/en/ad/tvs-sport-110-2026-for-sale-colombo-357
E Bike ZS 2025,"Rs 130,000",Other brand,Other model,2025,"1,200 cc",0 km,E-bikes,Brand New,E Bike ZS,Negombo,https://ikman.lk/en/ad/e-bike-zs-2025-for-sale-gampaha-111
E Bike ZL 2025,"Rs 147,000",Other brand,Other model,2025,"2,000 cc",0 km,E-bikes,Brand New,E Bike ZL,Negombo,https://ikman.lk/en/ad/e-bike-zl-2025-for-sale-gampaha-95
XGW 2025,"Rs 112,000",Other brand,Other model,2025,"1,200 cc",0 km,E-bikes,Brand New,XGW ,Negombo,https://ikman.lk/en/ad/xgw-2025-for-sale-gampaha-55
E Bike G18 2025,"Rs 182,000",Other brand,Other model,2025,"2,000 cc",0 km,E-bikes,Brand New,E Bike G18,Negombo,https://ikman.lk/en/ad/e-bike-g18-2025-for-sale-gampaha-121
Bajaj Discover 125 Disc ES New 2025,"Rs 325,975",Bajaj,Discover 125,2025,125 cc,0 km,Motorbikes,Brand New,Disc ES 125 New,Piliyandala,https://ikman.lk/en/ad/bajaj-discover-125-disc-es-new-2025-for-sale-colombo-1
Bajaj Discover 125 ES Disc New 2025,"Rs 325,975",Bajaj,Discover 125,2025,125 cc,0 km,Motorbikes,Brand New,ES Disc New 125,Piliyandala,https://ikman.lk/en/ad/bajaj-discover-125-es-disc-new-2025-for-sale-colombo-26
TVS Sport 110 2026,"Rs 108,000",TVS,Sport,2026,110 cc,0 km,Motorbikes,Brand New,Sport 110,Dehiwala,https://ikman.lk/en/ad/tvs-sport-110-2026-for-sale-colombo-354
TVS Sport 110 2026,"Rs 108,500",TVS,Sport,2026,110 cc,0 km,Motorbikes,Brand New,Sport 110,Boralesgamuwa,https://ikman.lk/en/ad/tvs-sport-110-2026-for-sale-colombo-355
Bajaj Pulsar NS200 2018,"Rs 900,000",Bajaj,Pulsar NS200,2018,200 cc,"78,990 km",Motorbikes,Used,,Wellampitiya,https://ikman.lk/en/ad/bajaj-pulsar-ns200-2014-for-sale-colombo-5
TVS Sport 110 2026,"Rs 108,500",TVS,Sport,2026,110 cc,0 km,Motorbikes,Brand New,Sport 110,Maharagama,https://ikman.lk/en/ad/tvs-sport-110-2026-for-sale-colombo-353
TVS Sport 110 2026,"Rs 108,500",TVS,Sport,2026,110 cc,0 km,Motorbikes,Brand New,Sport 110,Panadura,https://ikman.lk/en/ad/tvs-sport-110-2026-for-sale-kalutara-133
Bajaj CT100 2019,"Rs 510,000",Bajaj,CT100,2019,100 cc,"27,000 km",Motorbikes,Used,,Colombo 8,https://ikman.lk/en/ad/bajaj-ct100-2019-for-sale-colombo-788
Bajaj CT100 2016,"Rs 450,000",Bajaj,CT100,2016,100 cc,"92,458 km",Motorbikes,Used,2016,Anamaduwa,https://ikman.lk/en/ad/bajaj-ct100-2016-for-sale-puttalam-426
Honda ADV 160 2025,"Rs 2,100,000",Honda,ADV 160,2025,160 cc,0 km,Scooters,Brand New,,Wellampitiya,https://ikman.lk/en/ad/honda-adv-160-2025-for-sale-colombo-12
